created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Nov 09 23:32:51 +0000 2023;1722759182422806586;"@kurawa @psi_id PSI yg pemilihan ketuanya masih lebih bagus dari pemilihan ketua kelas SD 🤣, tapi kamu memang buzzer profesional walaupun twitmu sering absurd";0;0;0;0;in;140316987;1722601037826294011;Apink_94;https://twitter.com/Apink_94/status/1722759182422806586
Thu Nov 09 23:32:33 +0000 2023;1722759109181923598;"@AnasImron @_calvinchandra Dan gubernur/presiden non Muslim";0;0;0;0;in;994471470;1722453332328112150;SamFerkyFers10;https://twitter.com/SamFerkyFers10/status/1722759109181923598
Thu Nov 09 23:32:24 +0000 2023;1722759070447501777;"@musniumar Dua mentri dari nasdem skrg sedang mesantren di ponpes prodeo. Rupa nya musni mulai jdi penjilat si bewok supaya kalau anies menang d angkat jdi mentri tpi itu smua hnya mimpi presiden 2024 prabowo - gibran";0;0;0;0;in;1705434207785541632;1722756813643506173;DrAdiguna23607;https://twitter.com/DrAdiguna23607/status/1722759070447501777
Thu Nov 09 23:32:18 +0000 2023;1722759046208622950;"@Gus_Raharjo pencawapresan Gibran di anggap publik sbg politik dinasti. Bisa menghantam legitimasi dan kredibilitas politik Presiden Jokowi. Sangat Di sayangkan knp hrs di paksakan.  Gibran Cawapres Boneka https://t.co/k6btU2LdDV";0;0;0;0;in;1039057003;1722479704316526747;xojngn;https://twitter.com/xojngn/status/1722759046208622950
Thu Nov 09 23:32:00 +0000 2023;1722758972367888780;"@Tulus_nih70 Yg dlm negri aja banyak yg k urus, ni mo urus org lain. Klu dia jd presiden, hancur negara";0;0;0;0;in;1420039932630888456;1722276218215776455;DRumalarua;https://twitter.com/DRumalarua/status/1722758972367888780
Thu Nov 09 23:31:55 +0000 2023;1722758949806768558;"@amirullahgani @Masinton Gimana mau kuat. Semua kan cuma boneka. Bahkan sebuah jabatan 'Ketua komisi' jobdesknya berubah jd pelaksana instruksi 'ketua partai' 😅  Makanya pilih presiden yg ketua partai sekalian, spy kelembagaan DPR lebih independen. https://t.co/Vqvjjp2rSO";0;0;0;0;in;390576624;1722443984314994964;daggerdast;https://twitter.com/daggerdast/status/1722758949806768558
Thu Nov 09 23:31:37 +0000 2023;1722758874191831188;"@txtdrpemerintah Kalau presiden nya yang gak perform... PRESIDEN NYA OUT !!!";0;0;0;0;in;1604853611405594624;1722684703164252525;orangbebas23;https://twitter.com/orangbebas23/status/1722758874191831188
Thu Nov 09 23:31:30 +0000 2023;1722758843451814236;"ini kok ngakak banget haaaaa 🤣 dulu waktu jadi mpk pas pemilihan ketua &amp  wakil ketua osis baru suasananya tegang bet gilee";0;0;0;0;in;1430653513202212864;1722758843451814236;S3raphine1;https://twitter.com/S3raphine1/status/1722758843451814236
Thu Nov 09 23:31:20 +0000 2023;1722758802204954743;"Hallo...Selamat Pagi Para Pahlawan Anda Semua Pahlawan..!!! Selamat Hari Pahlawan 10 NOVEMBER ✊✊✊";0;0;0;3;in;185897268;1722758802204954743;dgLewa2011;https://twitter.com/dgLewa2011/status/1722758802204954743
Thu Nov 09 23:31:04 +0000 2023;1722758734475317707;"@gus_dibyo Jadi anak presiden?? Ya siap2 jadi bonekanya juga #uhuk";0;0;0;0;in;1605965655995748353;1722509401393897567;zhafgio;https://twitter.com/zhafgio/status/1722758734475317707
Thu Nov 09 23:30:52 +0000 2023;1722758684626026840;"@Dennysiregar7 Saya yakin Pak Ganjar bisa menjadi presiden Indonesia yang dapat menunjukkan kualitas dan kapabilitas anda di mata dunia.";0;0;0;0;in;1708618808368455680;1722600145836249342;PutraSanja60629;https://twitter.com/PutraSanja60629/status/1722758684626026840
Thu Nov 09 23:30:42 +0000 2023;1722758644222300582;"@BosPurwa Alkisah pak lurah dulu bukan siapa2 jadi presiden 2 priode berkat gerbong PDIP lalu tersinggung karena orasi ketum, disitu para lawan politiknya mulai jadi pembisik, apalagi  orang orba banyak cerita sinetron di sekenariokan,  yg kabur ke yordan sama";0;0;0;0;in;2942502020;1721777375221092717;fmaulana179;https://twitter.com/fmaulana179/status/1722758644222300582
Thu Nov 09 23:30:41 +0000 2023;1722758639700836575;"@yusuf_dumdum Saya yakin Pak Ganjar bisa menjadi presiden Indonesia yang dapat menunjukkan kualitas dan kapabilitas anda di mata dunia.";0;0;0;0;in;1708618808368455680;1722520175357170085;PutraSanja60629;https://twitter.com/PutraSanja60629/status/1722758639700836575
Thu Nov 09 23:30:33 +0000 2023;1722758604024152504;"@lysavana1 Jd ingat dulu, hanya Marinir yg ada di belakang Presiden Soekarno, yang lainnya dibelakang Pak ORBA. Bos Marinir ditemukan meninggal, diberitakan bunuh diri, padahal….";0;0;0;0;in;2463167359;1722442238620491839;jane_ritonga;https://twitter.com/jane_ritonga/status/1722758604024152504
Thu Nov 09 23:30:29 +0000 2023;1722758588706562106;"@gus_dibyo Enak amat jadi anak presiden,anaknya pak lurah aja udah bersyukur 🤭";0;0;0;0;in;1687755548887064577;1722509401393897567;Melon1060_;https://twitter.com/Melon1060_/status/1722758588706562106
Thu Nov 09 23:30:27 +0000 2023;1722758581693612258;"@sociotalker Lucunya lg presiden yg sdg menjabat tidak merasa ada pertanggungjawaban moril atas korupsi berjamaah jajaran kabinetnya. Malah merasa bangga dengan jebakan batman itu. Bahkan merasa bisa menyandera mereka dgn kasus2nya. SINTING!!";0;0;0;0;in;1418727100874301440;1722741280781049920;Once2nd;https://twitter.com/Once2nd/status/1722758581693612258
Thu Nov 09 23:30:17 +0000 2023;1722758536470618596;"Top banget anak presiden..!";0;0;0;0;in;1653033930466160643;1722758536470618596;TheMijo194687;https://twitter.com/TheMijo194687/status/1722758536470618596
Thu Nov 09 23:30:10 +0000 2023;1722758509270651047;"@VIVAcoid Apa gak malu nanti punya presiden planga plongo jilid 2";0;0;0;0;in;1604853611405594624;1722470463782412702;orangbebas23;https://twitter.com/orangbebas23/status/1722758509270651047
Thu Nov 09 23:30:00 +0000 2023;1722758465117098429;"@andika79191433 @tvOneNews Tugas Surya Paloh adalah meminta Anies Baswedan jadi capres partai Nasdem dan partai Nasdem berjuang untuk menjadikan Anies Baswedan sebagai presiden RI ke 8. Jadi yang bekerja adalah partai pengusung. Partai pengusung ada di BAJA AMIN sekarang, dulu namanya Tim 8,";0;0;0;0;in;1669742231228682241;1722525799369371996;FurqanIbr64677;https://twitter.com/FurqanIbr64677/status/1722758465117098429
Thu Nov 09 23:29:38 +0000 2023;1722758374167814510;"Tanpa bermaksud membela, tapi gk masalah sih ketum gk di ganti, wajar hasil dr perjuangan berdarah2, gk bs di samakan dgn partai lain, walopun begitu ketumnya gk ambisi calonin anaknya jd presiden atw wakilpun nggak kok 🤣";0;0;0;0;in;46849794;1722758374167814510;wurrie2776;https://twitter.com/wurrie2776/status/1722758374167814510
Thu Nov 09 23:29:32 +0000 2023;1722758351401218219;"Naah.  2014, JKW dan kita melawan Prabs. 2019, JKW dan kita tetap melawan  Prabs. Kita tetap, tidak mendukung Prabs.  Jika Prabs mengaku kpd JKW dia bertobat,  mestinya JKW perintahkan prabs mempertanggung jwbkan perbuatannya lewat proses pengadilan bukan didorong jadi presiden.";0;0;0;0;in;1613806053631852546;1722758351401218219;Christyoko22;https://twitter.com/Christyoko22/status/1722758351401218219
Thu Nov 09 23:29:31 +0000 2023;1722758344912592939;"@gus_dibyo Enak kali yah kalau jadi anak presiden dan pak lurah bisa bin salabin langsung mulus karir";0;0;0;0;in;780415649860325376;1722509401393897567;raisa_claduia;https://twitter.com/raisa_claduia/status/1722758344912592939
Thu Nov 09 23:29:26 +0000 2023;1722758324406632843;"Indonesia-China Business Forum (ICBF) di Beijing, China.   Selain dua MoU yang disaksikan Presiden Jokowi, PLN juga meneken tujuh MoU lainnya yang diteken PLN antara lain dengan The Export-Import Bank of China, Sinosure, Bank of China, Industrial and Commercial Bank of China, https://t.co/eSjawyBTGi";0;1;0;0;in;1513780503115345922;1722758311668514893;pt_shsaceh;https://twitter.com/pt_shsaceh/status/1722758324406632843
Thu Nov 09 23:29:24 +0000 2023;1722758313933520904;"Bekas Presiden Muda tak payah lah nk masuk politik lgi..masuk penjara kalu bererti 'that is the end'..tiada nilai2 integriti mcmana nk jdi pemimpin? Sembang je kuat..jdi pemimpin budk pengakap pun tk layak @anwaribrahim @ZahidHamidii @MuhyiddinYassin @malaysiakini";0;0;0;0;in;1332944701;1722758313933520904;pekepmal69;https://twitter.com/pekepmal69/status/1722758313933520904
Thu Nov 09 23:29:23 +0000 2023;1722758311668514893;"Electrizen, di sela kunjungan kerja Presiden RI Joko Widodo bertemu Presiden China, Xi Jinping, 15 - 18 Oktober 2023, Presiden RI menyaksikan kesepakatan PT PLN (Persero) dengan dua perusahaan besar energi bersih asal China dalam kerja sama pengembangan EBT di Indonesia pada https://t.co/qkmFRU9qt3";0;1;0;0;in;1513780503115345922;1722758311668514893;pt_shsaceh;https://twitter.com/pt_shsaceh/status/1722758311668514893
Thu Nov 09 23:29:13 +0000 2023;1722758271549964749;"@gus_dibyo Haha kalo aku jadi anak presiden juga mau,mau apa² bisa di turuti";0;0;0;0;in;1693984147327614976;1722509401393897567;julies_2382137;https://twitter.com/julies_2382137/status/1722758271549964749
Thu Nov 09 23:29:09 +0000 2023;1722758254085001312;"Tiga calon presiden Republik Indonesia menunjukkan komitmen untuk mendorong perekonomian Indonesia.  Siapa pilihanmu?   🕊 Mari ciptakan Pilpres yg damai, jujur n bersih 🕊  #Pilpres2024 #IndonesiaDamai https://t.co/BQzwVg7Y9e";0;0;0;0;in;307856074;1722758254085001312;HanifahAndini96;https://twitter.com/HanifahAndini96/status/1722758254085001312
Thu Nov 09 23:29:02 +0000 2023;1722758225525907870;"Kalau di sebelah presiden ingin 3 periode saat gagal Konstitusi diaduk-aduk melalui ipar yg ketua Mahkamah Konstitusi lho Bu Hillary.";0;0;0;0;in;1540523455158034432;1722758225525907870;daltonsembirin2;https://twitter.com/daltonsembirin2/status/1722758225525907870
Thu Nov 09 23:28:16 +0000 2023;1722758032747266427;"@gus_dibyo Enaknya kalau Rico jadi anak presiden semuanya berpihak kepadanya";0;0;0;0;in;744474661501579264;1722509401393897567;Kalong_hi;https://twitter.com/Kalong_hi/status/1722758032747266427
Thu Nov 09 23:28:11 +0000 2023;1722758010387493223;"@gus_dibyo Kalau seandainya Rico nanti jadi anak presiden pasti punya banyak keistimewaan";0;0;0;0;in;1711306869338451968;1722509401393897567;mintal31285;https://twitter.com/mintal31285/status/1722758010387493223
Thu Nov 09 23:28:08 +0000 2023;1722757996995023129;"@cupcakerina_ cepet sembuh";0;0;0;0;in;1390179856818663427;1722757769999290727;conslution;https://twitter.com/conslution/status/1722757996995023129
Thu Nov 09 23:28:07 +0000 2023;1722757991185957200;"@ganjarpranowo Calon presiden Indonesia yang terpercaya.";0;0;0;0;in;1708618808368455680;1722270525974859800;PutraSanja60629;https://twitter.com/PutraSanja60629/status/1722757991185957200
Thu Nov 09 23:28:04 +0000 2023;1722757981358723566;"Selama ini rakyat juga mengevaluasi kinerja kabinet. Tp ya pada akhirnya, balik lagi ke putusan politik presiden dan parpol.";0;0;0;0;in;345778378;1722757981358723566;wahhyusetiawan;https://twitter.com/wahhyusetiawan/status/1722757981358723566
Thu Nov 09 23:27:57 +0000 2023;1722757951604371686;"@chznnel morn";0;0;0;0;en;1390179856818663427;1722755715792764958;conslution;https://twitter.com/conslution/status/1722757951604371686
Thu Nov 09 23:27:55 +0000 2023;1722757942846582906;"@Gus_Raharjo Kekuasaan Presiden itu besar sekali, dia bisa melakukan intervensi di semua lembaga Negara sesuai dengan keinginan politik yg menguntungkan dia dan kroninya KPK pun skg melempem tak bertaji";0;0;0;0;in;1720058705612587008;1722512224479224287;Tisya6395189551;https://twitter.com/Tisya6395189551/status/1722757942846582906
Thu Nov 09 23:27:54 +0000 2023;1722757938983653745;"@matchalvs_ morn";0;0;0;0;en;1390179856818663427;1722757618505326754;conslution;https://twitter.com/conslution/status/1722757938983653745
Thu Nov 09 23:27:52 +0000 2023;1722757928204263887;"@frsdruxk morn";0;0;0;0;en;1390179856818663427;1722757615606960143;conslution;https://twitter.com/conslution/status/1722757928204263887
Thu Nov 09 23:27:48 +0000 2023;1722757912014274871;"@tigabelasv morn";0;0;0;0;en;1390179856818663427;1722757263247778115;conslution;https://twitter.com/conslution/status/1722757912014274871
Thu Nov 09 23:27:45 +0000 2023;1722757899821404656;"@auxreus morn";0;0;0;0;en;1390179856818663427;1722748161251565963;conslution;https://twitter.com/conslution/status/1722757899821404656
Thu Nov 09 23:27:39 +0000 2023;1722757874387202295;"@merachelcc morn";0;0;0;0;en;1390179856818663427;1722757399864562107;conslution;https://twitter.com/conslution/status/1722757874387202295
Thu Nov 09 23:27:38 +0000 2023;1722757873082798325;"@NasDem Jangan lupa undang presiden dan kasih panggung buat pidato ucapan selamat pada Nasdem 👌 . Kita lihat netralitasnya 👍";0;0;0;0;in;817752942828658688;1722588911250428048;JuniPutra2159;https://twitter.com/JuniPutra2159/status/1722757873082798325
Thu Nov 09 23:27:35 +0000 2023;1722757860130799775;"@meyzaaey bolos";0;1;0;0;es;1390179856818663427;1722757387348824489;conslution;https://twitter.com/conslution/status/1722757860130799775
Thu Nov 09 23:27:33 +0000 2023;1722757848864895454;"@McLxaren morn";0;0;0;0;en;1390179856818663427;1722753761243025754;conslution;https://twitter.com/conslution/status/1722757848864895454
Thu Nov 09 23:27:29 +0000 2023;1722757831810838775;"@jaeghyunj morn";0;0;0;0;en;1390179856818663427;1722757372169613757;conslution;https://twitter.com/conslution/status/1722757831810838775
Thu Nov 09 23:27:28 +0000 2023;1722757828606410881;"@MamatAlkatiri Gawat Pap*a mau referendum kah, kok ada yg nyalonin presiden, tolong Densus 99 amankan";0;0;0;0;in;1489970199239409665;1722632865215881356;haihaihaalo;https://twitter.com/haihaihaalo/status/1722757828606410881
Thu Nov 09 23:27:25 +0000 2023;1722757818108064127;"@userkiddoss morn";0;0;0;0;en;1390179856818663427;1722749027492700337;conslution;https://twitter.com/conslution/status/1722757818108064127
Thu Nov 09 23:27:23 +0000 2023;1722757806498152626;"@EZRAS_ morn";0;0;0;0;en;1390179856818663427;1722757270675894355;conslution;https://twitter.com/conslution/status/1722757806498152626
Thu Nov 09 23:27:20 +0000 2023;1722757797002228155;"@Cassiexra morn";0;0;0;0;en;1390179856818663427;1722755016338116800;conslution;https://twitter.com/conslution/status/1722757797002228155
Thu Nov 09 23:27:19 +0000 2023;1722757792774418883;"@tvOneNews Kata2 buat seluruh RAKYAT ,, di survei paling rendah dilapangan paling banyak pendukungnya... AMIN presiden pilihan RAKYAT 2024❤❤";0;0;0;1;in;1703575968961695744;1722736349864931479;bp_romi11134;https://twitter.com/bp_romi11134/status/1722757792774418883
